ID,年份,城市,学科,标题,来源状态,文件状态,解析状态,审核状态,发布状态,首选来源,精确检索
JS-ZK-2022-YANGZHOU-CHINESE,2022,扬州市,语文,2022年江苏省扬州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-YANGZHOU-ENGLISH,2022,扬州市,英语,2022年江苏省扬州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-YANGZHOU-PHYSICS,2022,扬州市,物理,2022年江苏省扬州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-YANGZHOU-CHEMISTRY,2022,扬州市,化学,2022年江苏省扬州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%89%AC%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-ZHENJIANG-MATH,2022,镇江市,数学,2022年江苏省镇江市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-ZHENJIANG-CHINESE,2022,镇江市,语文,2022年江苏省镇江市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-ZHENJIANG-ENGLISH,2022,镇江市,英语,2022年江苏省镇江市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-ZHENJIANG-PHYSICS,2022,镇江市,物理,2022年江苏省镇江市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-ZHENJIANG-CHEMISTRY,2022,镇江市,化学,2022年江苏省镇江市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E9%95%87%E6%B1%9F%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-TAIZHOU-MATH,2022,泰州市,数学,2022年江苏省泰州市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B3%B0%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-TAIZHOU-CHINESE,2022,泰州市,语文,2022年江苏省泰州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B3%B0%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-TAIZHOU-ENGLISH,2022,泰州市,英语,2022年江苏省泰州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B3%B0%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-TAIZHOU-PHYSICS,2022,泰州市,物理,2022年江苏省泰州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B3%B0%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-TAIZHOU-CHEMISTRY,2022,泰州市,化学,2022年江苏省泰州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%B3%B0%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-SUQIAN-MATH,2022,宿迁市,数学,2022年江苏省宿迁市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%AE%BF%E8%BF%81%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-SUQIAN-CHINESE,2022,宿迁市,语文,2022年江苏省宿迁市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%AE%BF%E8%BF%81%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-SUQIAN-ENGLISH,2022,宿迁市,英语,2022年江苏省宿迁市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%AE%BF%E8%BF%81%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-SUQIAN-PHYSICS,2022,宿迁市,物理,2022年江苏省宿迁市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%AE%BF%E8%BF%81%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2022-SUQIAN-CHEMISTRY,2022,宿迁市,化学,2022年江苏省宿迁市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2022%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%AE%BF%E8%BF%81%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-NANJING-MATH,2023,南京市,数学,2023年江苏省南京市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E4%BA%AC%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-NANJING-CHINESE,2023,南京市,语文,2023年江苏省南京市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E4%BA%AC%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-NANJING-ENGLISH,2023,南京市,英语,2023年江苏省南京市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E4%BA%AC%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-NANJING-PHYSICS,2023,南京市,物理,2023年江苏省南京市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E4%BA%AC%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-NANJING-CHEMISTRY,2023,南京市,化学,2023年江苏省南京市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E4%BA%AC%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-WUXI-MATH,2023,无锡市,数学,2023年江苏省无锡市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%97%A0%E9%94%A1%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-WUXI-CHINESE,2023,无锡市,语文,2023年江苏省无锡市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%97%A0%E9%94%A1%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-WUXI-ENGLISH,2023,无锡市,英语,2023年江苏省无锡市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%97%A0%E9%94%A1%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-WUXI-PHYSICS,2023,无锡市,物理,2023年江苏省无锡市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%97%A0%E9%94%A1%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-WUXI-CHEMISTRY,2023,无锡市,化学,2023年江苏省无锡市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E6%97%A0%E9%94%A1%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-XUZHOU-MATH,2023,徐州市,数学,2023年江苏省徐州市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-XUZHOU-CHINESE,2023,徐州市,语文,2023年江苏省徐州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-XUZHOU-ENGLISH,2023,徐州市,英语,2023年江苏省徐州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-XUZHOU-PHYSICS,2023,徐州市,物理,2023年江苏省徐州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-XUZHOU-CHEMISTRY,2023,徐州市,化学,2023年江苏省徐州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%BE%90%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-CHANGZHOU-MATH,2023,常州市,数学,2023年江苏省常州市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-CHANGZHOU-CHINESE,2023,常州市,语文,2023年江苏省常州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-CHANGZHOU-ENGLISH,2023,常州市,英语,2023年江苏省常州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-CHANGZHOU-PHYSICS,2023,常州市,物理,2023年江苏省常州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-CHANGZHOU-CHEMISTRY,2023,常州市,化学,2023年江苏省常州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%B8%B8%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-SUZHOU-MATH,2023,苏州市,数学,2023年江苏省苏州市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-SUZHOU-CHINESE,2023,苏州市,语文,2023年江苏省苏州市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-SUZHOU-ENGLISH,2023,苏州市,英语,2023年江苏省苏州市中考英语试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%8B%B1%E8%AF%AD%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-SUZHOU-PHYSICS,2023,苏州市,物理,2023年江苏省苏州市中考物理试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E7%89%A9%E7%90%86%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-SUZHOU-CHEMISTRY,2023,苏州市,化学,2023年江苏省苏州市中考化学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E8%8B%8F%E5%B7%9E%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E5%8C%96%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-NANTONG-MATH,2023,南通市,数学,2023年江苏省南通市中考数学试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E9%80%9A%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E6%95%B0%E5%AD%A6%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
JS-ZK-2023-NANTONG-CHINESE,2023,南通市,语文,2023年江苏省南通市中考语文试卷及参考答案,待逐卷核验,未取得原文件,未解析,未审核,未发布,,https://www.bing.com/search?q=2023%E5%B9%B4%20%E6%B1%9F%E8%8B%8F%E7%9C%81%20%E5%8D%97%E9%80%9A%E5%B8%82%20%E4%B8%AD%E8%80%83%20%E8%AF%AD%E6%96%87%20%E7%9C%9F%E9%A2%98%20%E8%AF%95%E5%8D%B7%20%E5%8F%82%E8%80%83%E7%AD%94%E6%A1%88%20%E8%A7%A3%E6%9E%90%20PDF
